id,activity,sector,use
883007,Food,Food,"To purchase more Milo, milk, sugar, bread, prepare tea and buy kids dresses from the market at a wholesale price."
1166988,General Store,Retail,"to restock her store, with items like canned goods, oil, and soy sauce."
771252,Pharmacy,Health,purchase wholesale folk medicine. 
818852,Agriculture,Agriculture,"to buy taro roots, banana tube, wheelbarrow, rake, shovel, water tank, hand gloves "
932921,Food,Food,to buy ingredients for her food production business
971352,Charcoal Sales,Retail,buy charcoal.
835170,General Store,Retail,to purchase more groceries to sell.
841208,Home Products Sales,Retail,to buy crockery for resale by her husband.
1265075,Personal Housing Expenses,Housing,"to pay for necessary home maintenance expenses, since she is working hard to solve a water leakage at her house, a problem suffered by most of the camp's houses."
691879,Food,Food,to purchase bundles of wheat flour and cooking oil for her business.
873243,Knitting,Arts,to buy wool.
880481,General Store,Retail,"to purchase more grocery items to sell like canned goods, noodles, spices, coffee, soft drinks, milk and other personal care products"
1060116,Furniture Making,Manufacturing,To help her son buy wood and materials to make furniture.
1164073,Fruits & Vegetables,Food,to buy a variety of fruits to sell and other supplies needed in her business.
977057,Used Clothing,Clothing,to buy clothes to sell.
1043013,Farming,Agriculture,to buy a mini tractor for agriculture work.
1256328,Agriculture,Agriculture,"us purchase organic soil amendments, equipment, and tools to sustain our small-scale vegetable, flower, and herb farm through the start-up year so that we can continue to provide for our local community going forward."
891022,General Store,Retail,"to buy items to sell like sugar, salts, canned goods, beverages, personal care products and other groceries"
1236855,General Store,Retail,"to purchase coffee, sugar, cooking oil, canned goods, and beverages to sell."
913949,Farming,Agriculture,to buy some livestock to increase her herd and to cultivate her land for growing crops.
1336146,Farming,Agriculture,"to purchase manure, seeds, and pay irrigation and labor costs."
1238573,General Store,Retail,"to purchase additional products such as canned goods, noodles, soap, shampoo, eggs, etc."
1198391,Farming,Agriculture,to buy modern farm tools.
1186986,Food Production/Sales,Food,to purchase corn and more.
1155163,Motorcycle Transport,Transportation,to purchase motorcycle spare parts.
1298054,Farming,Agriculture,to buy fertilizer
1330825,Clothing Sales,Clothing,"to purchase pants, blouses, and t-shirts."
879086,Textiles,Arts,"to buy rolling material, paint color, a paintbrush, a container, and printing machine."
949728,Farming,Agriculture,to buy fertilizer and pay for labor
986899,Clothing Sales,Clothing,"to buy 6 pagnes (traditional, wrap-around clothing)."
930470,Tailoring,Services,to buy more clothes for tailoring.
1183358,Personal Products Sales,Retail,"to buy hairpins, little balls, rubber bands, tweezers, needles, nail cutters, combs, brushes, earrings, etc."
1019344,Goods Distribution,Wholesale,to stock more sodas and beers for selling.
799588,Retail,Retail,"To buy more salt, sugar, rice and soap for sale."
983436,Manufacturing,Manufacturing,"to purchase rubber bladders, leather covers, threads, and needles in a large quantity to cater to more customers without delay which will ultimately help in generating more cash."
1005834,Pigs,Agriculture,"to buy pig feed, piglets, dried fish and fresh fish."
941202,Personal Housing Expenses,Housing,"to buy cement, sheet metal, sand, poles and screws so she can carry out repairs and improvements to her home."
1232068,Food Market,Food,to purchase ingredients for her food vending business.
1295473,Tailoring,Services,to buy stock of cloth for sewing children's garments from home.
1298261,General Store,Retail,"to buy items to sell, such as beverages, canned goods, snack foods, home care products, and other groceries."
732031,General Store,Retail,"to buy a new display fridge, a chest freezer, flour, sugar and rice."
1115849,Retail,Retail,buy wholesale wool.
1041666,General Store,Retail,"to buy more stock of sugar, flour, tea leaves, cooking fat, salt and other household items."
780394,Livestock,Agriculture,to purchase one calf for fattening and subsequent resale
1328293,Personal Housing Expenses,Housing,"to purchase sand, cement, brick and equipment to build a toilet for her family."
1182722,Food Production/Sales,Food,"to buy ingredients such as vegetables, fish, meat, and other supplies needed in her business."
879875,Food Production/Sales,Food,"to buy ingredients like meat, fish, spices, flour, cooking oil and other utensils for her food production business"
674512,Pigs,Agriculture,to enlarge his farm with five more piglets and buy some animal fodder.
821632,Fruits & Vegetables,Food,to purchase additional vegetables to sell
857720,Food Production/Sales,Food,to buy raw materials. 
993438,Fishing,Food,to buy equipment like new fishing nets and tackle
1077430,Grocery Store,Food,"to buy soft drinks, corn, beans, rice, sweets, canned goods and meats to stock up her business."
684105,Personal Housing Expenses,Housing,to pay for renovations to his house.
1011874,Farming,Agriculture,to purchase hybrid seeds and fertilizer to improve harvests of maize
674257,Poultry,Agriculture,
1192490,Crafts,Arts,to buy sweaters.
953681,Personal Housing Expenses,Housing,"to invest in cement, sand, gravel, and paid labor to cement the floor of her home."
683878,Motorcycle Transport,Transportation,to buy new motorbike spare parts to resell.
865625,Personal Expenses,Personal Use,to purchase a ticket
820040,Taxi,Transportation,to buy parts in order to repair his taxi
1129715,Farming,Agriculture,to buy fertilizer and more bananas to resell
756164,General Store,Retail,to buy more stock to sell in her general store.
905256,Services,Services,to buy a vehicle for his plumbing business
1281396,Dairy,Agriculture,to expand her milk business by purchasing more cows.
886265,Farming,Agriculture,to buy OPV (openly pollinated variety) seeds and fertilizer to grow groundnuts
908238,Agriculture,Agriculture,to buy seeds and fertilizer
942336,Grocery Store,Food,"to pay for grocery items, beverages and toiletries to sell at her store."
912113,General Store,Retail,"to buy additional stocks like canned goods, coffee, cereals, milk, soft drinks, etc. to sell"
932208,Agriculture,Agriculture,to buy fertilizer and seeds for her farmland.
993869,Poultry,Agriculture,to construct a big fowl run and to buy more chicks and feed.
1305109,Pigs,Agriculture,to buy feed and other supplies to raise her pigs.
833050,Musical Instruments,Arts,purchase sound equipment.
1148504,Dairy,Agriculture,to purchase a cow that has recently given birth.
1127273,Home Appliances,Personal Use,to purchase a water purifier unit.
832326,Livestock,Agriculture,to purchase livestock feed in order to invest in her business and improve her income
904924,Motorcycle Transport,Transportation,to do repairs and maintenance to his vehicle. 
857301,General Store,Retail,"To pay for groceries, beverages and toiletries to sell."
1179740,Clothing Sales,Clothing,to buy clothes to sell.
713253,General Store,Retail,"to buy items to sell like shampoo, groceries, etc. to sell in her general store. "
772098,Clothing Sales,Clothing,to buy merchandise in Managua.
657519,Food Production/Sales,Food,to buy peanuts
1202999,Embroidery,Arts,"to buy embroidery raw materials such as thread, fancy cloth, sequins, and pearls of various colors to have them in stock for her embroidery business."
812062,Farming,Agriculture,To pay for harvesting costs.
882660,Motorcycle Transport,Transportation,To buy spare parts for the motorcycle repair and to buy a new one to expand his business
1313520,Farming,Agriculture,to purchase improved farm inputs that will increase farm yield.
959790,General Store,Retail,to buy more item to sell in her general store
713218,Quarrying,Construction,to buy building materials
1284564,Transportation,Transportation,to buy spare parts and other supplies needed in her business.
1095664,Home Energy,Personal Use,"to buy a solar energy system, accessories, and installation for a 50 km electric fence."
761810,Taxi,Transportation,to pay for her husband's taxi maintenance cost
1119229,Property,Housing,to improve her house and offer a dignified home to her son
1084953,Construction,Construction,buy electrical installation equipment stock for sale in my shop
1330740,Fruits & Vegetables,Food,to trade with fruits and vegetables.
1235277,Farming,Agriculture,to rent more sugar cane plantation in order to grow the raw material for the local brew he makes.
1147445,Pigs,Agriculture,to buy feeds and other supplies to raise her pigs.
741512,Fishing,Food,to buy fishing net
973190,General Store,Retail,"buy basic grains, soap, detergent, instant soups, soft drinks, charcoal, etc"
886640,Recycled Materials,Retail,to purchase more sacks of recycled materials to sell
671791,Fish Selling,Food,to buy more fish to sell 
1056777,General Store,Retail,"to buy wholesale beans, corn, rice, oil, sugar, etc. in order to save on costs and thus get more profit."
1248256,Farming,Agriculture,to buy fertilizers and to pay for cleaning the coffee crop
1132882,Tailoring,Services,"to purchase raw materials, including cloth, colorful thread, needles, and buttons."
791872,Personal Products Sales,Retail,"to buy perfumes, lotions, creams, shampoos, deodorants, and the like—everything in bulk quantities."
699525,Food,Food,to purchase more bread to sell to her customers
874600,Services,Services,"buy new paint brushes, rollers, kerosene oil etc. for her husband's painting service."
1107776,Animal Sales,Agriculture,to buy cattle.
1000420,Higher education costs,Education,to cover document preparation costs and to buy school supplies to study abroad.
